Code,Item,Group,Region_Number,Region_Name,State_Name,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Average_Annual_Percent_Growth
4,Medicaid/Other Professional Services ($),State,6,Southwest,New Mexico,50.785,97.541,183.092,193.239,260.103,366.824,376.682,376.915,327.422,207.998,181.616,374.663,511.106,136.065,134.154,147.056,174.619,186.028,271.766,9.8
4,Medicaid/Other Professional Services ($),State,6,Southwest,Oklahoma,20.763,20.316,22.675,18.392,18.69,19.996,21.141,22.355,19.852,22.557,28.711,30.988,21.376,14.154,16.691,19.801,19.556,23.083,27.4,1.6
4,Medicaid/Other Professional Services ($),State,6,Southwest,Texas,26.725,21.345,24.57,23.305,27.051,32.227,29.187,44.847,67.721,84.215,110.45,118.826,129.705,234.253,274.215,300.063,293.842,305.502,326.189,14.9
4,Medicaid/Other Professional Services ($),Region,7,Rocky Mountains,,22.544,23.329,33.604,39.385,38.461,32.797,34.62,22.692,24.157,27.963,31.769,30.83,33.432,41.615,45.481,53.11,58.022,72.427,76.203,7
4,Medicaid/Other Professional Services ($),State,7,Rocky Mountains,Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Medicaid/Other Professional Services ($),State,7,Rocky Mountains,Idaho,57.238,68.488,89.203,84.328,88.087,99.052,110.572,42.143,48.898,53.119,61.183,59.029,72.548,100.56,119.996,153.412,167.706,230.726,270.473,9
4,Medicaid/Other Professional Services ($),State,7,Rocky Mountains,Montana,63.201,61.936,81.042,81.186,83.562,81.707,76.302,71.329,73.205,100.807,111.905,115.156,122.825,135.468,127.425,148.362,163.692,175.251,183.934,6.1
4,Medicaid/Other Professional Services ($),State,7,Rocky Mountains,Utah,29.232,27.563,47.929,74.854,65.123,31.93,36.988,29.772,29.941,28.677,30.918,27.957,25.236,30.173,35.185,34.961,33.846,45.026,37.768,1.4
4,Medicaid/Other Professional Services ($),State,7,Rocky Mountains,Wyoming,10.726,8.225,9.163,7.356,7.478,11.207,21.414,22.375,22.942,25.932,30.992,33.075,40.316,58.095,69.352,69.575,85.343,111.884,108.259,13.7
4,Medicaid/Other Professional Services ($),Region,8,Far West,,31.258,27.276,34.777,33.6,38.049,43.974,47.615,45.207,41.971,38.423,37.984,38.871,37.996,37.025,24.282,25.004,25.439,27.819,38.48,1.2
4,Medicaid/Other Professional Services ($),State,8,Far West,Alaska,45.34,33.703,31.801,20.138,14.982,17.883,30.173,37.996,41.343,50.568,53.883,63.274,62.659,59.723,66.545,57.104,58.257,134.546,161.063,7.3
4,Medicaid/Other Professional Services ($),State,8,Far West,California,23.862,20.358,25.794,24.796,27.052,30.708,35.306,29.926,25.097,20.074,19.723,19.313,17.176,15.053,14.39,18.236,17.935,16.3,18.073,-1.5
4,Medicaid/Other Professional Services ($),State,8,Far West,Hawaii,26.719,25.645,34.109,42.748,79.118,101.002,56.517,23.05,20.892,33.095,28.937,29.155,34.903,66.714,67.26,61.32,101.046,96.196,170.068,10.8
4,Medicaid/Other Professional Services ($),State,8,Far West,Nevada,59.531,61.279,60.752,43.002,44.743,48.528,56.798,58.61,59.907,55.893,57.329,64.045,46.378,84.323,106.572,135.746,197.425,358.77,326.636,9.9
4,Medicaid/Other Professional Services ($),State,8,Far West,Oregon,12.698,10.78,14.075,16.326,15.944,11.636,8.12,7.718,10.999,11.752,14.784,16.262,12.356,25.168,33.126,11.749,8.758,8.233,192.331,16.3
4,Medicaid/Other Professional Services ($),State,8,Far West,Washington,107.072,95.203,123.387,117.214,133.333,157.748,153.813,174.14,182.813,197.802,198.387,208.147,221.224,213.61,76.385,57.33,47.04,45.495,44.344,-4.8
5,Medicaid/Dental Services ($),United States,0,United States,,37.697,41.832,54.42,54.528,55.537,57.844,61.56,67.245,66.451,67.682,84.955,85.851,87.175,89.94,92.307,96.101,104.31,123.26,141.126,7.6
5,Medicaid/Dental Services ($),Region,1,New England,,43.188,47.816,56.374,66.547,75.781,70.677,75.228,82.748,85.072,86.959,100.116,97.129,91.44,90.406,100.762,138.272,166.65,205.933,258.902,10.5
5,Medicaid/Dental Services ($),State,1,New England,Connecticut,32.298,39.453,51.351,65.385,68.021,43.096,28.319,30.626,27.866,26.978,23.964,20.738,18.703,16.902,14.655,13.706,11.83,47.612,212.718,11
5,Medicaid/Dental Services ($),State,1,New England,Maine,43.445,36.909,38.404,35.308,37.21,37.343,36.485,62.961,64.611,62.636,51.27,43.268,73.673,83.613,59.14,74.502,71.327,81.905,92.165,4.3
5,Medicaid/Dental Services ($),State,1,New England,Massachusetts,52.712,61.081,65.896,74.371,89.57,88.2,101.898,108.229,107.533,112.734,140.519,144.64,126.33,110.745,129.708,177.425,232.118,282.548,312.419,10.4
5,Medicaid/Dental Services ($),State,1,New England,New Hampshire,33.705,47.709,67.382,66.745,69.862,69.766,64.624,60.484,58.62,57.413,54.314,53.393,61.617,121.285,134.166,139.066,149.76,167.063,177.404,9.7
5,Medicaid/Dental Services ($),State,1,New England,Rhode Island,21.202,21.217,29.917,60.29,67.652,79.151,92.357,95.125,101.144,90.799,109.736,117.162,112.729,144.779,142.626,168.492,126.783,176.903,204.388,13.4
5,Medicaid/Dental Services ($),State,1,New England,Vermont,52.933,51.909,65.249,69.359,75.246,78.063,74.51,75.138,119.483,125.877,138.147,124.831,119.286,117.66,187.827,356.919,398.03,382.916,407.404,12
5,Medicaid/Dental Services ($),Region,2,Mideast,,36.13,33.515,36.093,36.734,39.234,36.687,33.206,32.421,31.182,37.768,57.533,77.523,70.953,68.675,70.472,82.885,96.112,105.781,117.747,6.8
5,Medicaid/Dental Services ($),State,2,Mideast,Delaware,10.262,10.359,11.881,13.084,20.605,31.345,28.847,32.289,38.466,51.763,61.25,48.633,79.275,90.587,103.877,127.302,150.223,180.607,198.877,17.9
5,Medicaid/Dental Services ($),State,2,Mideast,District of Columbia,11.19,11.883,13.728,15.381,20.413,16.185,17.395,10.666,3.347,2.537,3.198,2.421,3.549,8.58,8.298,9.646,32.486,100.998,173.894,16.5
5,Medicaid/Dental Services ($),State,2,Mideast,Maryland,19.016,19.517,9.752,8.138,7.737,4.769,3.494,3.436,2.943,2.99,3.415,3.556,3.781,4.373,4.9,4.989,5.682,6.649,46.539,5.1
5,Medicaid/Dental Services ($),State,2,Mideast,New Jersey,49.078,44.591,51.417,49.703,51.407,42.261,28.996,23.809,23.731,25.536,34.58,35.478,34.959,39.157,40.856,42.403,40.934,50.38,46.981,-0.2
5,Medicaid/Dental Services ($),State,2,Mideast,New York,41.81,37.601,41.53,42.353,43.46,41.632,40.901,41.615,35.125,46.526,77.1,108.97,92.998,89.587,88.094,98.745,101.847,98.304,101.798,5.1
5,Medicaid/Dental Services ($),State,2,Mideast,Pennsylvania,26.963,27.369,29.251,31.432,37.491,39.129,38.051,30.771,38.873,41.347,52.86,59.195,64.388,57.852,66.429,92.423,140.211,175.861,199.752,11.8
5,Medicaid/Dental Services ($),Region,3,Great Lakes,,34.479,32.674,38.005,35.45,35.074,36.035,34.966,42.699,51.9,67.184,100.854,95.624,92.57,92.755,97.423,112.381,106.128,118.93,126.834,7.5
5,Medicaid/Dental Services ($),State,3,Great Lakes,Illinois,25.131,22.705,27.968,29.304,25.506,23.179,22.737,23.665,5.361,10.91,79.387,43.133,37.568,39.743,41.003,58.027,51.88,67.67,58.538,4.8
5,Medicaid/Dental Services ($),State,3,Great Lakes,Indiana,75.13,77.001,77.371,56.054,38.799,38.881,33.838,75.074,148.246,162.265,179.409,195.405,183.089,194.68,210.102,235.3,240.256,258.962,288.881,7.8
5,Medicaid/Dental Services ($),State,3,Great Lakes,Michigan,36.015,31.24,39.389,38.137,44.085,45.558,43.277,55.88,78.197,97.749,128.811,141.511,150.815,124.443,133.425,174.739,163.565,186.278,183.679,9.5
5,Medicaid/Dental Services ($),State,3,Great Lakes,Ohio,32.763,30.028,32.762,30.424,34.02,39.611,40.404,38.374,36.968,62.577,75.333,79.879,80.629,89.881,91.103,75.39,60.2,59.881,68.311,4.2
5,Medicaid/Dental Services ($),State,3,Great Lakes,Wisconsin,30.036,32.307,41.06,41.158,43.886,43.708,43.81,49.864,51.492,59.691,61.416,62.487,56.448,70.167,73.773,76.861,86.61,91.787,150.736,9.4
5,Medicaid/Dental Services ($),Region,4,Plains,,52.537,50.355,55.136,50.292,53.04,53.093,50.496,50.212,53.21,57.76,70.504,76.715,78.04,85.098,89.468,85.404,94.242,99.429,106.9,4
5,Medicaid/Dental Services ($),State,4,Plains,Iowa,101.342,93.756,99.072,97.484,109.218,111.282,107.277,94.888,113.228,129.806,186.114,162.272,157.4,158.953,146.532,149.379,146.074,146.277,162.282,2.7
5,Medicaid/Dental Services ($),State,4,Plains,Kansas,32.142,44.21,42.219,41.413,37.596,35.78,43.666,55.064,55.012,61.659,66.315,79.898,83.867,106.892,109.922,131.5,167.03,186.202,194.833,10.5
5,Medicaid/Dental Services ($),State,4,Plains,Minnesota,59.055,56.969,68.435,53.409,57.701,52.951,45.911,46.431,49.858,53.783,55.529,74.97,70.594,77.687,87.381,87.656,98.504,99.717,107.115,3.4
5,Medicaid/Dental Services ($),State,4,Plains,Missouri,30.627,26.735,29.866,30.032,30.288,31.261,27.039,19.544,14.188,17.148,27.085,35.802,42.134,49.479,50.306,20.692,21.63,22.127,25.511,-1
5,Medicaid/Dental Services ($),State,4,Plains,Nebraska,56.478,57.863,63.1,56.846,61.428,67.429,67.793,87.794,119.99,130.601,147.251,136.326,156.697,146.688,176.857,189.189,198.576,200.73,198.941,7.2
5,Medicaid/Dental Services ($),State,4,Plains,North Dakota,88.795,63.455,69.18,63.941,72.651,76.757,73.814,103.104,114.354,113.627,103.337,126.36,99.653,114.006,108.823,103.45,112.448,124.985,150.143,3
5,Medicaid/Dental Services ($),State,4,Plains,South Dakota,32.719,36.357,43.484,42.329,49.847,55.658,58.041,58.563,55.929,55.629,54.133,52.914,52.712,53.686,56.096,58.293,75.114,122.81,135.652,8.2
5,Medicaid/Dental Services ($),Region,5,Southeast,,32.169,35.084,38.547,32.325,33.577,34.804,35.717,39.032,41.131,46.344,56.393,64.714,74.026,81.41,87.311,93.184,96.124,105.217,120.123,7.6
5,Medicaid/Dental Services ($),State,5,Southeast,Alabama,16.706,16.203,18.029,19.05,22.838,21.524,22.965,27.683,27.997,28.383,48.939,62.758,68.127,75.253,77.473,90.217,101.791,116.601,132.023,12.2
5,Medicaid/Dental Services ($),State,5,Southeast,Arkansas,21.626,25.23,25.469,25.88,29.35,31.604,29.317,35.721,36.976,39.721,44.711,44.376,33.439,37.168,34.038,56.598,73.866,77.419,110.494,9.5
5,Medicaid/Dental Services ($),State,5,Southeast,Florida,28.824,26.036,30.613,31.463,37.834,46.162,46.358,53.738,55.405,46.376,36.677,38.082,43.754,40.383,36.005,35.46,34.131,38.416,48.689,3
5,Medicaid/Dental Services ($),State,5,Southeast,Georgia,40.807,33.132,34.934,34.603,35.175,33.183,32.624,37.809,40.962,52.317,81.78,101.631,121.214,136.47,136.899,125.858,63.776,67.716,61.136,2.3
5,Medicaid/Dental Services ($),State,5,Southeast,Kentucky,58.818,68.251,74.744,64.86,63.497,63.208,66.1,64.584,64.42,72.51,90.593,91.409,96.194,99.071,102.084,110.051,128.751,131.358,140.531,5
5,Medicaid/Dental Services ($),State,5,Southeast,Louisiana,34.281,34.905,37.371,34.431,33.135,33.055,31.05,29.692,32.135,32.941,38.611,39.615,39.471,45.269,45.514,43.856,59.226,79.638,111.615,6.8
5,Medicaid/Dental Services ($),State,5,Southeast,Mississippi,4.622,4.654,4.994,6.045,7.561,8.24,8.681,7.88,8.296,10.195,11.293,11.085,10.7,12.74,11.052,9.097,9.565,11.641,13.966,6.3
5,Medicaid/Dental Services ($),State,5,Southeast,North Carolina,44.221,41.646,47.114,42.723,46.237,46.344,46.546,51.344,59.461,65.161,91.45,105.172,132.82,151.773,177.58,184.358,201.528,231.348,245.069,10
5,Medicaid/Dental Services ($),State,5,Southeast,South Carolina,29.287,29.143,33.733,32.553,32.544,32.131,32.782,28.923,26.793,79.219,105.737,92.686,97.499,103.05,104.173,122.126,148.349,165.916,215.734,11.7
5,Medicaid/Dental Services ($),State,5,Southeast,Tennessee,27.812,25.176,25.899,21.814,18.501,18.747,20.974,24.715,25.882,31.633,33.4,63.018,80.208,99.931,113.051,117.875,117.579,119.535,136.226,9.2
5,Medicaid/Dental Services ($),State,5,Southeast,Virginia,19.673,19.697,22.913,21.92,22.994,22.483,21.818,27.081,34.502,33.195,35.909,32.092,30.952,32.794,68.849,105.031,132.52,135.335,151.288,12
5,Medicaid/Dental Services ($),State,5,Southeast,West Virginia,58.75,171.566,191.963,59.735,66.003,70.104,85.809,74.783,76.16,74.795,107.368,116.386,122.327,129.694,152.986,152.168,151.484,153.862,171.837,6.1
5,Medicaid/Dental Services ($),Region,6,Southwest,,20.96,21.686,30.647,38.449,44.817,51.644,75.255,68.15,63.334,59.015,63.917,68.482,80.365,83.937,93.051,97.611,130.401,189.283,219.443,13.9
5,Medicaid/Dental Services ($),State,6,Southwest,Arizona,4.729,5.037,20.369,45.479,56.048,71.584,88.844,124.241,98.034,46.412,42.045,21.959,17.753,5.854,1.175,0.759,11.087,24.404,26.121,10
5,Medicaid/Dental Services ($),State,6,Southwest,New Mexico,36.779,34.589,38.043,31.326,30.837,42.517,41.541,25.94,24.49,38.809,56.839,58.996,59.799,57.592,57.92,71.036,84.37,77.752,88.284,5
5,Medicaid/Dental Services ($),State,6,Southwest,Oklahoma,29.327,28.074,25.17,19.698,18.72,16.383,17.455,25.743,23.893,22.482,38.496,58.372,61.503,89.342,139.453,162.972,192.465,205.943,224.707,12
5,Medicaid/Dental Services ($),State,6,Southwest,Texas,21.761,23.315,33.268,40.391,47.722,53.171,84.329,67.175,68.592,73.231,76.984,87.709,108.589,114.586,123.312,123.819,167.295,261.383,308.727,15.9
5,Medicaid/Dental Services ($),Region,7,Rocky Mountains,,42.425,44.348,46.893,45.05,52.425,64.519,76.442,87.38,110.942,118.25,126.309,127.88,112.442,118.424,133.722,144.822,151.641,163.542,190.619,8.7
5,Medicaid/Dental Services ($),State,7,Rocky Mountains,Colorado,18.704,17.354,20.404,20.324,25.699,34.568,39.294,50.902,96.381,102.255,112.823,139.882,131.237,124.261,135.313,147.329,169.974,189.491,228.255,14.9
5,Medicaid/Dental Services ($),State,7,Rocky Mountains,Idaho,53.183,94.254,90.515,83.218,91.9,106.012,114.615,114.756,127.611,148.121,147.586,122.713,118.372,146.984,156.203,153.936,133.165,58.416,61.184,0.8
5,Medicaid/Dental Services ($),State,7,Rocky Mountains,Montana,80.727,72.555,75.761,71.809,75.525,84.033,94.559,112.163,83.762,80.404,92.991,91.642,71.785,78.245,96.683,102.871,108.284,169.566,202.954,5.3
5,Medicaid/Dental Services ($),State,7,Rocky Mountains,Utah,59.777,52.35,55.04,52.729,65.347,87.765,128.819,136.463,154.532,157.663,164.356,136.201,92.588,105.753,129.467,148.406,143.03,179.13,201.628,7
5,Medicaid/Dental Services ($),State,7,Rocky Mountains,Wyoming,53.519,52.763,55.698,52.73,55.106,59.209,64.782,56.253,65.521,82.314,91.967,94.241,101.77,103.099,129.153,147.862,165.017,205.024,206.355,7.8
5,Medicaid/Dental Services ($),Region,8,Far West,,49.81,70.227,114.138,119.48,116.627,122.531,132.072,149.44,135.903,112.519,133.844,113.937,112.662,115.334,106.265,86.788,87.921,106.387,125.23,5.3
5,Medicaid/Dental Services ($),State,8,Far West,Alaska,146.501,137.485,144.978,106.77,88.151,96.716,108.396,78.756,112.971,121.169,128.949,151.268,187.568,219.343,210.627,196.029,228.27,360.38,456.767,6.5
5,Medicaid/Dental Services ($),State,8,Far West,California,45.31,70.876,122.182,129.828,123.938,127.889,139.458,164.611,146.975,115.801,141.486,113.482,111.018,111.27,102.031,79.507,77.815,93.191,107.5,4.9
5,Medicaid/Dental Services ($),State,8,Far West,Hawaii,93.285,87.124,102.387,118.3,176.89,127.204,17.797,6.66,5.434,5.937,35.572,222.811,212.482,212.074,198.553,169.096,236.829,337.2,585.6,10.7
5,Medicaid/Dental Services ($),State,8,Far West,Nevada,94.078,101.332,95.12,72.145,70.001,67.914,96.334,153.473,147.689,181.866,182.678,133.755,84.289,90.732,100.659,114.234,99.943,123.163,139.921,2.2
5,Medicaid/Dental Services ($),State,8,Far West,Oregon,34.825,28.458,30.324,33.242,39.775,42.936,33.629,23.109,18.797,6.6,3.781,3.93,6.717,4.987,6.865,4.978,3.992,5.719,3.891,-11.5
5,Medicaid/Dental Services ($),State,8,Far West,Washington,78.785,70.323,82.114,81.333,101.063,129.901,146.619,144.052,149.05,150.98,149.171,147.741,154.97,177.187,158.317,151.361,166.104,190.425,207.002,5.5
6,Medicaid/Home Health Care ($),United States,0,United States,,99.482,102.744,112.301,120.284,132.587,144.474,161.237,176.299,183.656,198.265,225.151,242.44,268.225,305.733,329.668,377.643,441.189,471.13,479.674,9.1
6,Medicaid/Home Health Care ($),Region,1,New England,,149.676,173.623,188.361,193.124,222.248,256.757,310.162,334.149,340.353,364.208,414.427,451.715,551.8,553.853,578.231,581.283,594.109,625.16,693.555,8.9
6,Medicaid/Home Health Care ($),State,1,New England,Connecticut,162.493,198.87,215.849,209.232,266.517,403.03,520.62,643.682,668.672,722.52,777.935,759.303,774.644,774.651,792.565,758.558,776.401,722.076,797.66,9.2
6,Medicaid/Home Health Care ($),State,1,New England,Maine,76.103,87.017,92.352,93.587,98.211,108.396,119.378,128.678,113.967,75.693,51.379,36.305,185.711,185.826,145.299,200.958,173.282,178.145,164.119,4.4
6,Medicaid/Home Health Care ($),State,1,New England,Massachusetts,205.55,252.555,256.731,258.113,297.501,303.791,353.007,343.215,345.684,389.766,481.823,593.545,737.842,741.125,773.104,744.661,738.848,798.415,892.009,8.5
6,Medicaid/Home Health Care ($),State,1,New England,New Hampshire,50.488,50.91,62.957,57.995,58.684,64.63,67.532,70.386,78.433,94.512,99.089,105.967,108.011,104.928,103.46,101.018,98.775,96.658,107.64,4.3
6,Medicaid/Home Health Care ($),State,1,New England,Rhode Island,11.26,12.428,20.445,41.168,37.835,34.201,52.671,45.429,31.309,28.738,30.364,35.309,36.132,72.729,108.834,151.499,212.297,309.363,361.546,21.3
6,Medicaid/Home Health Care ($),State,1,New England,Vermont,46.093,54.454,58.655,61.955,58.538,62.198,75.422,105.618,162.846,107.589,115.61,125.983,150.018,155.654,261.177,447.328,502.011,468.335,499.461,14.2
6,Medicaid/Home Health Care ($),Region,2,Mideast,,349.833,360.141,367.936,353.089,367.435,366.223,369.258,395.54,374.176,412.386,475.147,477.183,560.703,604.239,608.273,662.74,814.287,842.866,813.452,4.8
6,Medicaid/Home Health Care ($),State,2,Mideast,Delaware,122.361,135.413,161.954,178.365,227.24,246.875,196.404,216.614,187.676,200.095,200.124,204.584,201.596,230.429,255.857,284.445,325.948,348.867,380.999,6.5
6,Medicaid/Home Health Care ($),State,2,Mideast,District of Columbia,128.033,127.948,142.938,145.003,171.685,139.999,125.011,145.105,144.031,157.6,151.316,207.847,259.701,303.896,419.729,685.532,1045.535,1253.537,1392.147,14.2
6,Medicaid/Home Health Care ($),State,2,Mideast,Maryland,54.616,80.852,110.961,140.802,178.99,146.35,133.397,258.547,249.277,256.382,291.244,295.584,342.104,341.074,361.564,321.019,354.336,347.137,251.426,8.9
6,Medicaid/Home Health Care ($),State,2,Mideast,New Jersey,127.612,133.084,168.29,183.487,219.812,268.566,322.274,322.599,297.331,154.096,294.647,352.697,451.303,461.647,461.43,506.44,523.559,606.983,636.611,9.3
6,Medicaid/Home Health Care ($),State,2,Mideast,New York,629.805,654.899,653.097,610.462,617.724,615.495,626.189,639.274,595.538,702.219,764.552,715.121,827.877,897.278,889.02,956.448,1187.806,1220.778,1175.222,3.5
6,Medicaid/Home Health Care ($),State,2,Mideast,Pennsylvania,20.443,23.219,29.098,36.121,45.548,53.884,56.991,50.054,57.641,63.239,79.575,81.605,90.42,97.73,117.214,173.213,248.765,267.132,263.577,15.3
6,Medicaid/Home Health Care ($),Region,3,Great Lakes,,52.3,57.426,64.433,63.096,71.691,84.801,97.448,117.94,123.845,130.17,147.382,162.419,172.198,192.224,204.068,231.696,302.628,321.124,361.58,11.3
6,Medicaid/Home Health Care ($),State,3,Great Lakes,Illinois,5.825,9.9,10.05,12.841,15.741,15.398,16.869,15.732,21.929,21.679,24.255,31.59,32.249,32.836,39.475,35.85,48.744,40.614,45.525,12.1
6,Medicaid/Home Health Care ($),State,3,Great Lakes,Indiana,44.576,54.939,53.542,36.758,46.979,64.294,67.203,59.959,60.508,63.578,69.21,71.563,88.639,109.921,167.287,179.341,196.175,220.801,253.04,10.1
6,Medicaid/Home Health Care ($),State,3,Great Lakes,Michigan,100.809,112.454,151.614,153.634,171.729,197.046,204.341,246.671,252,274.226,294.203,316.91,346.348,363.187,355.734,376.595,447.49,528.48,597.639,10.4
6,Medicaid/Home Health Care ($),State,3,Great Lakes,Ohio,12.239,15.405,18.008,20.392,27.603,35.505,37.535,59.417,50.49,55.567,75.116,99.618,117.757,143.327,159.225,197.567,337.328,406.443,444.517,22.1
6,Medicaid/Home Health Care ($),State,3,Great Lakes,Wisconsin,178.02,184.464,156.219,146.717,160.41,193.824,295.176,351.744,378.853,374.965,459.252,466.836,416.656,463.336,471.58,547.93,686.835,571.557,717.712,8.1
6,Medicaid/Home Health Care ($),Region,4,Plains,,55.283,69.429,81.056,83.269,100.225,122.156,150.644,148.192,147.509,160.248,209.372,240.499,246.131,290.304,332.194,393.246,451.458,518.319,563.4,13.8
6,Medicaid/Home Health Care ($),State,4,Plains,Iowa,38.887,47.17,47.756,59.355,89.198,103.766,113.719,111.829,134.155,116.121,138.208,135.255,182.331,171.006,164.936,179.42,198.069,206.15,195.3,9.4
6,Medicaid/Home Health Care ($),State,4,Plains,Kansas,28.498,45.947,41.651,50.391,51.58,62.265,80.436,86.742,93.1,114.699,155.694,156.668,139.427,150.254,168.821,207.064,265.326,263.487,219.703,12
6,Medicaid/Home Health Care ($),State,4,Plains,Minnesota,137.999,179.464,217.506,194.965,214.16,231.534,296.637,318.71,349.105,386.333,415.16,460.424,431.956,602.321,706.748,860.546,981.108,1142.9,1268.207,13.1
6,Medicaid/Home Health Care ($),State,4,Plains,Missouri,23.677,25.513,34.166,46.629,67.908,101.262,124.588,108.749,84.976,97.801,186.585,239.231,247.755,251.464,291.391,334.766,378.58,441.481,481.737,18.2
6,Medicaid/Home Health Care ($),State,4,Plains,Nebraska,29.279,30.684,34.164,35.947,40.175,46.729,47.299,38.76,32.827,43.387,52.956,58.574,81.775,100.815,81.422,86.018,103.332,121.589,121.039,8.2
6,Medicaid/Home Health Care ($),State,4,Plains,North Dakota,20.998,15.519,13.315,13.21,11.397,13.037,19.579,19.566,13.995,17.383,19.248,24.249,24.522,57.024,74.769,92.521,89.507,99.427,103.501,9.3
6,Medicaid/Home Health Care ($),State,4,Plains,South Dakota,11.969,11.714,12.345,12.357,13.864,12.861,16.26,16.994,6.947,6.441,12.33,17.783,19.009,25.97,34.775,49.482,50.877,60.208,85.785,11.6
6,Medicaid/Home Health Care ($),Region,5,Southeast,,44.014,47.674,53.319,54.666,61.201,65.755,62.636,65.99,74.34,77.701,83.463,90.18,99.03,129.198,139.415,161.501,192.006,211.824,211.181,9.1
6,Medicaid/Home Health Care ($),State,5,Southeast,Alabama,32.184,32.996,36.586,34.303,38.671,37.525,44.934,63.256,68.137,85.264,76.174,82.89,91.107,100.83,134.869,131.783,158.283,155.331,167.664,9.6
6,Medicaid/Home Health Care ($),State,5,Southeast,Arkansas,78.687,102.24,110.846,103.087,112.59,113.48,103.352,94.839,74.499,72.003,70.053,71.396,69.176,95.225,107.135,119.44,132.799,145.767,164.5,4.2
6,Medicaid/Home Health Care ($),State,5,Southeast,Florida,47.029,53.264,66.211,82.904,108.559,111.014,82.883,92.951,104.154,95.677,113.611,126.715,164.496,186.23,201.607,234.616,273.75,278.99,272.26,10.2
6,Medicaid/Home Health Care ($),State,5,Southeast,Georgia,45.98,38.868,35.966,38.136,40.529,39.449,38.674,42.294,51.434,55.232,55.863,64.909,63.272,176.164,94.415,127.107,187.574,227.893,220.747,9.1
6,Medicaid/Home Health Care ($),State,5,Southeast,Kentucky,84.273,84.76,89.059,87.507,98.473,111.913,110.31,129.438,176.661,175.849,169.725,156.527,142.918,153.262,169.159,203.194,200.449,211.261,192.645,4.7
6,Medicaid/Home Health Care ($),State,5,Southeast,Louisiana,15.948,22.364,32.444,39.134,41.915,38.134,39.203,32.738,32.302,35.256,37.711,40.072,44.658,59.248,110.665,151.313,243.78,314.481,320.779,18.1
6,Medicaid/Home Health Care ($),State,5,Southeast,Mississippi,12.475,12.905,15.541,15.499,19.769,25.534,24.439,27.922,18.068,20.133,29.236,30.237,36.082,85.487,61.734,63.346,68.145,62.806,62.775,9.4
6,Medicaid/Home Health Care ($),State,5,Southeast,North Carolina,88.711,94.637,103.388,98.319,114.003,146.193,151.309,147.518,192.805,210.463,228.002,260.5,268.275,308.812,385.32,386.273,393.31,422.432,401.59,8.8
6,Medicaid/Home Health Care ($),State,5,Southeast,South Carolina,21.709,17.305,17.298,18.44,24.13,27.699,26.518,21.944,21.858,19.186,26.488,17.051,15.239,20.046,31.542,59.64,77.875,89.947,104.555,9.1
6,Medicaid/Home Health Care ($),State,5,Southeast,Tennessee,16.708,16.98,18.28,16.417,12.951,13.192,14.524,17.113,17.961,21.761,22.34,23.752,23.89,23.634,26.693,24.4,30.015,33.122,31.131,3.5
6,Medicaid/Home Health Care ($),State,5,Southeast,Virginia,21.37,18.203,12.823,9.844,12.294,14.235,15.158,13.167,14.639,16.742,19.453,25.694,29.878,29.646,46.781,58.725,81.808,90.086,90.346,8.3
6,Medicaid/Home Health Care ($),State,5,Southeast,West Virginia,93.426,122.765,148.288,119.508,122.44,128.07,147.061,125.366,86.073,95.205,92.315,83.267,90.102,154.071,135.826,165.192,216.779,252.25,268.153,6
6,Medicaid/Home Health Care ($),Region,6,Southwest,,62.303,58.261,67.342,68.843,77.113,87.521,124.142,171.901,189.32,196.909,250.996,255.285,264.633,250.716,261.182,311.091,329.545,320.86,294.71,9
6,Medicaid/Home Health Care ($),State,6,Southwest,Arizona,2.526,6.161,9.373,10.743,11.2,9.031,15.27,20.111,29.61,26.01,31.155,29.438,34.024,49.941,71.66,112.782,138.484,49.291,56.243,18.8
6,Medicaid/Home Health Care ($),State,6,Southwest,New Mexico,22.21,26.382,28.428,23.758,26.812,31.973,32.337,28.552,26.644,66.433,358.609,467.954,567.627,720.096,707.158,939.666,1056.225,979.542,172.77,12.1
6,Medicaid/Home Health Care ($),State,6,Southwest,Oklahoma,71.714,68.084,63.346,51.457,47.701,49.853,66.034,78.624,84.895,105.98,118.056,101.323,94.575,66.045,49.223,51.609,52.328,53.44,52.51,-1.7
6,Medicaid/Home Health Care ($),State,6,Southwest,Texas,77.504,71.018,84.369,89.25,102.18,117.834,169.376,241.988,274,281.48,327.541,328.208,331.188,286.051,305.289,343.038,351.662,376.955,443.023,10.2
6,Medicaid/Home Health Care ($),Region,7,Rocky Mountains,,28.038,33.888,43.796,50.322,69.153,91.412,122.589,138.732,166.059,167.519,182.114,200.484,196.604,198.105,218.767,240.306,290.29,327.281,328.196,14.6
6,Medicaid/Home Health Care ($),State,7,Rocky Mountains,Colorado,19.121,20.999,26.551,36.083,60.044,106.475,165.55,201.148,252.964,257.729,291.372,334.123,294.629,286.867,315.48,348.779,429.715,475.115,469.536,19.5
